
<!-- saved from url=(0034)http://fx.sauder.ubc.ca/cgi/fxdata -->
<html><head><meta http-equiv="Content-Type" content="text/html; charset=UTF-8"><style type="text/css"></style></head><body><pre style="word-wrap: break-word; white-space: pre-wrap;">"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","XAU/USD","XAG/USD","XPT/USD","CAD/USD","EUR/USD","JPY/USD","GBP/USD","CHF/USD","AUD/USD","HKD/USD","NZD/USD","KRW/USD","MXN/USD"
2454344,"2007/08/31","Fri",0.00148810,0.083682,0.00078864,1.05640,0.73315,115.846,0.49589,1.20718,1.22637,7.7972,1.4247,938.19,11.0329
2454348,"2007/09/04","Tue",0.00147329,0.082679,0.00078740,1.04960,0.73501,116.222,0.49728,1.21089,1.21327,7.7950,1.4315,938.82,11.0287
2454349,"2007/09/05","Wed",0.00147005,0.081867,0.00078555,1.05080,0.73160,115.156,0.49454,1.20243,1.21312,7.7931,1.4496,938.21,11.0879
2454350,"2007/09/06","Thu",0.00145318,0.081666,0.00078064,1.05330,0.73009,115.329,0.49407,1.20089,1.20847,7.7868,1.4460,938.77,11.0560
2454351,"2007/09/07","Fri",0.00142654,0.079554,0.00077580,1.05460,0.72611,113.569,0.49301,1.18828,1.21080,7.7876,1.4518,938.26,11.1268
2454354,"2007/09/10","Mon",0.00142146,0.079618,0.00077399,1.05330,0.72501,113.441,0.49298,1.18602,1.21390,7.7765,1.4419,939.61,11.1472
2454355,"2007/09/11","Tue",0.00142015,0.079555,0.00077399,1.04310,0.72272,113.975,0.49217,1.18656,1.20353,7.7867,1.4254,936.36,11.1074
2454356,"2007/09/12","Wed",0.00141643,0.078989,0.00076982,1.03710,0.71921,114.243,0.49224,1.18444,1.19056,7.7883,1.4009,932.64,11.0683
2454357,"2007/09/13","Thu",0.00141944,0.080192,0.00077101,1.03260,0.72023,115.374,0.49322,1.18730,1.19141,7.7893,1.3948,931.11,11.0746
2454358,"2007/09/14","Fri",0.00139597,0.080000,0.00077280,1.02930,0.72211,115.315,0.49835,1.19146,1.18830,7.7875,1.4035,928.13,11.1108
2454361,"2007/09/17","Mon",0.00137836,0.079428,0.00077042,1.03080,0.72150,114.917,0.50205,1.18770,1.20070,7.7876,1.4200,928.65,11.1486
2454362,"2007/09/18","Tue",0.00139909,0.077161,0.00076923,1.02360,0.72105,115.753,0.50068,1.18913,1.19579,7.7891,1.4088,928.01,11.0947
2454363,"2007/09/19","Wed",0.00137903,0.076953,0.00076570,1.01470,0.71685,116.191,0.50042,1.18539,1.16874,7.7850,1.3646,926.67,10.9887
2454364,"2007/09/20","Thu",0.00136147,0.075930,0.00075586,1.00160,0.70960,114.194,0.49675,1.16996,1.15739,7.7829,1.3466,923.13,10.9668
2454365,"2007/09/21","Fri",0.00135685,0.074239,0.00075075,1.00090,0.71046,115.604,0.49488,1.17367,1.15644,7.7835,1.3487,920.79,10.9483
2454368,"2007/09/24","Mon",0.00136986,0.073421,0.00075131,1.00120,0.70997,114.949,0.49452,1.17402,1.15385,7.7738,1.3423,921.07,10.9385
2454369,"2007/09/25","Tue",0.00137287,0.075301,0.00075019,1.00100,0.70782,114.504,0.49584,1.16817,1.15071,7.7684,1.3529,920.88,10.9423
2454370,"2007/09/26","Wed",0.00136101,0.074405,0.00074184,1.00480,0.70795,115.681,0.49607,1.17109,1.14312,7.7671,1.3433,920.99,10.9277
2454371,"2007/09/27","Thu",0.00136658,0.074019,0.00074074,1.00310,0.70735,115.751,0.49409,1.17363,1.13950,7.7596,1.3371,920.27,10.9270
2454372,"2007/09/28","Fri",0.00134590,0.073260,0.00072622,0.99630,0.70331,114.980,0.49048,1.16732,1.12934,7.7695,1.3215,914.88,10.9327
2454375,"2007/10/01","Mon",0.00134680,0.072595,0.00072622,0.99310,0.70288,115.921,0.48938,1.16835,1.11987,7.7696,1.3057,913.61,10.9132
2454376,"2007/10/02","Tue",0.00136799,0.075301,0.00073584,1.00040,0.70605,115.840,0.48979,1.17501,1.13065,7.7627,1.3148,913.61,10.9095
2454377,"2007/10/03","Wed",0.00136939,0.074906,0.00073584,0.99610,0.70765,116.734,0.49098,1.17909,1.12604,7.7590,1.3157,913.85,10.8732
2454378,"2007/10/04","Thu",0.00137836,0.075643,0.00073692,0.99830,0.70792,116.611,0.49042,1.17530,1.12587,7.7592,1.3244,916.72,10.8914
2454379,"2007/10/05","Fri",0.00135685,0.074432,0.00073314,0.98120,0.70656,116.837,0.48935,1.17594,1.11146,7.7561,1.3112,916.15,10.8492
2454383,"2007/10/09","Tue",0.00135870,0.075700,0.00073153,0.98460,0.70967,117.005,0.49191,1.18398,1.11430,7.7606,1.3121,918.47,10.8293
2454384,"2007/10/10","Wed",0.00134908,0.073421,0.00071994,0.98140,0.70645,117.182,0.48943,1.18084,1.11219,7.7563,1.3096,916.34,10.8407
2454385,"2007/10/11","Thu",0.00133511,0.073153,0.00071685,0.97430,0.70286,117.712,0.49162,1.18011,1.10590,7.7556,1.2927,917.42,10.8123
2454386,"2007/10/12","Fri",0.00133422,0.072516,0.00070621,0.97390,0.70588,117.507,0.49167,1.18537,1.10595,7.7542,1.2901,917.91,10.8247
2454389,"2007/10/15","Mon",0.00131778,0.071685,0.00070126,0.97580,0.70343,117.368,0.48974,1.17978,1.10975,7.7539,1.3068,917.11,10.8098
2454390,"2007/10/16","Tue",0.00132144,0.073206,0.00070922,0.97790,0.70601,116.625,0.49200,1.18318,1.12882,7.7545,1.3422,917.35,10.8390
2454391,"2007/10/17","Wed",0.00131148,0.073529,0.00070373,0.97370,0.70379,116.639,0.49053,1.18167,1.11829,7.7544,1.3275,918.59,10.8153
2454392,"2007/10/18","Thu",0.00130804,0.073099,0.00069156,0.97340,0.69978,115.633,0.48885,1.16981,1.11807,7.7513,1.3287,917.43,10.8155
2454393,"2007/10/19","Fri",0.00131061,0.072307,0.00068871,0.96380,0.70110,115.149,0.48820,1.17193,1.11953,7.7506,1.3303,916.16,10.7952
2454396,"2007/10/22","Mon",0.00133111,0.074906,0.00069881,0.98110,0.70736,114.082,0.49317,1.17793,1.13843,7.7507,1.3497,916.92,10.8385
2454397,"2007/10/23","Tue",0.00131883,0.073692,0.00069109,0.96740,0.70183,114.662,0.48794,1.17275,1.11838,7.7508,1.3288,917.84,10.8294
2454398,"2007/10/24","Wed",0.00132013,0.074405,0.00069589,0.97120,0.70245,113.951,0.48807,1.17252,1.11160,7.7511,1.3311,917.96,10.8430
2454399,"2007/10/25","Thu",0.00130293,0.072860,0.00069109,0.96740,0.69934,114.093,0.48817,1.16722,1.10396,7.7504,1.3146,916.97,10.8392
2454400,"2007/10/26","Fri",0.00128345,0.071073,0.00068776,0.96190,0.69496,114.010,0.48748,1.16284,1.09146,7.7506,1.3073,909.17,10.7619
2454403,"2007/10/29","Mon",0.00126823,0.069396,0.00068634,0.95480,0.69430,114.691,0.48524,1.16538,1.08549,7.7514,1.3019,906.74,10.7136
2454404,"2007/10/30","Tue",0.00127673,0.070547,0.00069300,0.95350,0.69325,114.741,0.48379,1.16153,1.08871,7.7502,1.3051,907.23,10.7183
2454405,"2007/10/31","Wed",0.00126687,0.069832,0.00069444,0.94990,0.69124,115.279,0.48135,1.15899,1.07882,7.7508,1.3002,907.26,10.7031
2454406,"2007/11/01","Thu",0.00126542,0.069638,0.00069300,0.94990,0.69280,114.889,0.48033,1.15969,1.08883,7.7573,1.3113,903.81,10.6670
2454407,"2007/11/02","Fri",0.00125549,0.069832,0.00069493,0.93590,0.69060,114.750,0.48034,1.15429,1.08965,7.7578,1.3141,906.88,10.7009
2454410,"2007/11/05","Mon",0.00124262,0.069013,0.00068587,0.93390,0.69116,114.532,0.48082,1.15367,1.08745,7.7640,1.3040,907.58,10.7308
2454411,"2007/11/06","Tue",0.00121581,0.066845,0.00067935,0.92450,0.68705,114.531,0.47944,1.14545,1.08077,7.7632,1.2889,908.15,10.7027
2454412,"2007/11/07","Wed",0.00119832,0.063211,0.00068027,0.91700,0.68189,113.280,0.47523,1.13378,1.06727,7.7651,1.2759,906.13,10.7364
2454413,"2007/11/08","Thu",0.00118892,0.065104,0.00068399,0.93060,0.68071,112.650,0.47383,1.12663,1.07932,7.7661,1.2882,907.90,10.8172
2454414,"2007/11/09","Fri",0.00120265,0.066007,0.00069735,0.93910,0.68194,110.913,0.47821,1.12319,1.09376,7.7819,1.3041,906.47,10.8830
2454418,"2007/11/13","Tue",0.00124339,0.068143,0.00070671,0.96430,0.68497,110.319,0.48244,1.12547,1.12441,7.7872,1.3259,918.38,10.8924
2454419,"2007/11/14","Wed",0.00122926,0.066800,0.00069444,0.96070,0.68168,111.398,0.48581,1.12231,1.11102,7.7895,1.3078,913.21,10.8738
2454420,"2007/11/15","Thu",0.00125945,0.067476,0.00070274,0.98080,0.68310,110.787,0.48835,1.12258,1.12091,7.7868,1.3190,915.78,10.9208
2454421,"2007/11/16","Fri",0.00126623,0.069204,,0.97290,0.68255,111.049,0.48828,1.11713,1.12266,7.7829,1.3235,916.97,10.9303
2454424,"2007/11/19","Mon",0.00128395,0.068871,0.00068729,0.98370,0.68213,110.058,0.48833,1.11632,1.13199,7.7822,1.3254,919.35,10.9935
2454425,"2007/11/20","Tue",0.00125707,0.069638,0.00068493,0.98500,0.67632,110.056,0.48427,1.10998,1.12700,7.7798,1.3121,922.28,10.9603
2454426,"2007/11/21","Wed",0.00125313,0.068728,0.00068120,0.98950,0.67446,108.545,0.48586,1.10374,1.15005,7.7811,1.3327,929.11,11.0018
2454427,"2007/11/22","Thu",0.00124494,0.068871,0.00068120,0.98460,0.67351,108.496,0.48543,1.10159,1.14970,7.7812,1.3322,933.27,10.9803
2454428,"2007/11/23","Fri",0.00122662,0.068729,0.00067797,0.98840,0.67453,108.175,0.48632,1.10263,1.14384,7.7792,1.3233,930.69,10.9749
2454431,"2007/11/26","Mon",0.00120482,0.067182,0.00067797,0.98770,0.67296,108.170,0.48360,1.10051,1.13922,7.7846,1.3238,929.17,10.9879
2454432,"2007/11/27","Tue",0.00123343,0.068259,0.00068681,0.99650,0.67495,108.658,0.48416,1.10551,1.14383,7.7841,1.3199,929.57,10.9759
2454433,"2007/11/28","Wed",0.00124727,0.070053,0.00070423,0.99080,0.67802,110.407,0.48334,1.11866,1.13441,7.7841,1.2982,931.20,10.9347
2454434,"2007/11/29","Thu",0.00125865,0.069541,0.00069444,0.99290,0.67724,109.944,0.48446,1.11750,1.13280,7.7888,1.2952,928.81,10.9387
2454435,"2007/11/30","Fri",0.00127632,0.070274,0.00069444,1.00080,0.68082,111.028,0.48625,1.12880,1.13033,7.7877,1.3043,921.55,10.9019
2454438,"2007/12/03","Mon",0.00127511,0.072150,0.00068965,1.00050,0.68228,110.442,0.48411,1.12910,1.13294,7.7882,1.3046,924.68,10.9082
2454439,"2007/12/04","Tue",0.00125392,0.070175,0.00068306,1.01040,0.67758,109.683,0.48603,1.11721,1.14623,7.7914,1.3120,922.74,10.9079
2454440,"2007/12/05","Wed",0.00126104,0.069735,0.00068120,1.01310,0.68190,110.867,0.49292,1.12492,1.14812,7.7946,1.3015,923.52,10.8539
2454441,"2007/12/06","Thu",0.00124766,0.071124,0.00068493,1.01240,0.68318,111.069,0.49289,1.12764,1.14564,7.7934,1.2938,922.04,10.8370
2454442,"2007/12/07","Fri",0.00126183,0.069252,0.00068587,1.00530,0.68198,111.725,0.49289,1.12968,1.13555,7.7944,1.2833,918.92,10.8143
2454445,"2007/12/10","Mon",0.00123533,0.069541,0.00068353,1.01030,0.67965,111.599,0.48887,1.12770,1.13275,7.7969,1.2834,923.49,10.8192
2454446,"2007/12/11","Tue",0.00123647,0.068423,0.00068399,1.01080,0.68022,111.789,0.49056,1.13319,1.12800,7.7970,1.2776,923.95,10.8014
2454447,"2007/12/12","Wed",0.00122851,0.068329,0.00067843,1.01070,0.68019,112.363,0.48793,1.13562,1.12902,7.7987,1.2664,926.40,10.8120
2454448,"2007/12/13","Thu",0.00124891,0.068446,0.00067705,1.02170,0.68538,112.262,0.49038,1.14335,1.14361,7.7969,1.2792,924.61,10.8311
2454449,"2007/12/14","Fri",0.00126663,0.071378,0.00068399,1.01370,0.69289,113.364,0.49516,1.15363,1.16011,7.7994,1.3031,930.00,10.8221
2454452,"2007/12/17","Mon",0.00126462,0.072754,0.00067476,1.00730,0.69599,113.205,0.49582,1.15238,1.16707,7.7978,1.3271,933.55,10.8534
2454453,"2007/12/18","Tue",0.00124339,0.071582,0.00066225,1.01050,0.69484,113.171,0.49654,1.15288,1.16861,7.8028,1.3314,939.13,10.8597
2454454,"2007/12/19","Wed",0.00125039,0.071531,0.00066225,1.00560,0.69722,113.461,0.50172,1.15639,1.16740,7.8008,1.3247,939.81,10.8456
2454455,"2007/12/20","Thu",0.00125746,0.071582,0.00066050,0.99830,0.69728,112.969,0.50455,1.15638,1.16597,7.8012,1.3230,943.58,10.8405
2454456,"2007/12/21","Fri",0.00123380,0.069979,0.00065963,0.99440,0.69636,113.958,0.50426,1.15669,1.15588,7.8009,1.3079,940.78,10.8229
2454459,"2007/12/24","Mon",,,,0.98710,0.69406,114.459,0.50574,1.15694,1.14885,7.8056,1.3038,939.20,10.8140
2454462,"2007/12/27","Thu",0.00120628,0.068166,0.00064767,0.98110,0.68489,114.016,0.50238,1.14096,1.13990,7.8015,1.2990,940.66,10.8697
2454463,"2007/12/28","Fri",,,,0.97850,0.67956,112.939,0.50177,1.12730,1.14445,7.8049,1.2945,936.37,10.8989
2454466,"2007/12/31","Mon",,0.067751,,0.98810,0.68485,111.726,0.50413,1.13315,1.13968,7.7987,1.3027,935.70,10.9194
2454468,"2008/01/02","Wed",0.00118099,0.066979,0.00064893,0.99270,0.67854,109.716,0.50447,1.11754,1.13491,7.8110,1.2938,936.51,10.9029
2454469,"2008/01/03","Thu",0.00116434,0.065019,0.00065147,0.99050,0.67870,109.593,0.50675,1.11317,1.13382,7.8049,1.2919,936.20,10.8739
2454470,"2008/01/04","Fri",0.00116959,0.065466,0.00064725,0.99910,0.67630,108.385,0.50623,1.10654,1.14144,7.8005,1.2972,938.12,10.9275
2454473,"2008/01/07","Mon",0.00116381,0.065617,0.00065317,1.00510,0.68119,109.108,0.50760,1.11765,1.14789,7.8020,1.3050,940.22,10.9179
2454474,"2008/01/08","Tue",0.00114482,0.064579,0.00064809,0.99860,0.67951,109.304,0.50685,1.11401,1.13490,7.8019,1.2960,939.42,10.8875
2454475,"2008/01/09","Wed",0.00114025,0.062500,0.00064516,1.00850,0.68202,109.405,0.51118,1.11523,1.13647,7.8056,1.2968,939.01,10.9751
2454476,"2008/01/10","Thu",0.00113090,0.065466,0.00065020,1.01390,0.67842,109.387,0.51114,1.10700,1.12493,7.8039,1.2795,937.93,10.9587
2454477,"2008/01/11","Fri",0.00112234,0.062267,0.00063898,1.01990,0.67628,109.115,0.51046,1.10272,1.12028,7.8055,1.2747,937.41,10.9232
2454480,"2008/01/14","Mon",0.00110865,0.060606,0.00063412,1.02110,0.67222,108.191,0.51065,1.09302,1.11364,7.8038,1.2659,937.65,10.9138
2454481,"2008/01/15","Tue",0.00109529,0.061576,0.00063492,1.01690,0.67380,107.064,0.50842,1.09179,1.12689,7.7992,1.2809,935.51,10.9192
2454482,"2008/01/16","Wed",0.00112391,0.063091,0.00064062,1.02390,0.68292,107.271,0.50925,1.10085,1.13880,7.8001,1.2992,940.22,10.9379
2454483,"2008/01/17","Thu",0.00112581,0.062941,0.00063939,1.02930,0.68080,107.007,0.50652,1.09945,1.13284,7.8043,1.3003,945.18,10.9407
2454484,"2008/01/18","Fri",0.00113379,0.063191,0.00064103,1.02950,0.68419,106.828,0.51211,1.10072,1.14174,7.8076,1.3200,942.77,10.9394
2454487,"2008/01/21","Mon",0.00114778,0.063412,0.00064641,1.03240,0.69251,105.930,0.51419,1.10940,1.15934,7.8132,1.3376,948.90,10.9795
2454488,"2008/01/22","Tue",0.00114286,0.064226,0.00065020,1.02530,0.68463,106.736,0.51081,1.09858,1.15189,7.8097,1.3093,953.77,10.9284
2454489,"2008/01/23","Wed",0.00112549,0.062696,0.00064683,1.02860,0.68619,105.465,0.51248,1.08985,1.15547,7.8078,1.3184,953.29,10.9530
2454490,"2008/01/24","Thu",0.00109981,0.061162,0.00062854,1.00720,0.67862,106.695,0.50679,1.08698,1.13782,7.8098,1.2931,949.29,10.8946
2454491,"2008/01/25","Fri",0.00108903,0.060496,0.00059488,1.00440,0.68155,107.319,0.50505,1.09878,1.13440,7.8074,1.2982,946.65,10.8725
2454494,"2008/01/28","Mon",0.00108489,0.060827,0.00059067,1.00440,0.67618,106.658,0.50361,1.08784,1.13223,7.8084,1.2907,950.24,10.8736
2454495,"2008/01/29","Tue",0.00108166,0.059701,0.00059172,0.99770,0.67718,107.084,0.50366,1.09408,1.12429,7.8050,1.2850,943.89,10.8410
2454496,"2008/01/30","Wed",0.00108814,0.059666,0.00059312,0.99370,0.67654,107.253,0.50304,1.09282,1.12448,7.8028,1.2799,944.58,10.8329
2454497,"2008/01/31","Thu",0.00108313,0.059737,0.00057770,1.00220,0.67384,106.742,0.50266,1.08440,1.11517,7.7966,1.2684,943.69,10.8193
2454498,"2008/02/01","Fri",0.00109320,0.058173,0.00056980,0.99430,0.67342,106.309,0.50797,1.08218,1.10700,7.7974,1.2584,944.26,10.8123
2454501,"2008/02/04","Mon",0.00111888,0.059880,0.00055991,0.99310,0.67420,106.739,0.50565,1.08940,1.10002,7.8002,1.2584,943.11,10.7934
2454502,"2008/02/05","Tue",0.00112676,0.061920,0.00056561,1.00430,0.68315,106.954,0.50956,1.10060,1.11157,7.7988,1.2738,943.89,10.8257
2454503,"2008/02/06","Wed",0.00110742,0.060680,0.00055157,1.00260,0.68278,106.751,0.51018,1.09778,1.11326,7.8011,1.2736,941.41,10.8167
2454504,"2008/02/07","Thu",0.00111142,0.059880,0.00054735,1.01150,0.68993,106.834,0.51494,1.10523,1.11843,7.8006,1.2658,941.81,10.7962
2454505,"2008/02/08","Fri",0.00109141,0.058997,0.00053763,0.99910,0.68956,107.326,0.51357,1.10386,1.11818,7.8007,1.2690,941.66,10.7580
2454508,"2008/02/11","Mon",0.00108933,0.057570,0.00051975,1.00170,0.68945,106.655,0.51324,1.10234,1.10783,7.7971,1.2689,945.00,10.7745
2454509,"2008/02/12","Tue",0.00109051,0.057274,0.00051626,0.99630,0.68531,107.453,0.50967,1.10089,1.10406,7.7981,1.2591,945.26,10.7488
2454510,"2008/02/13","Wed",0.00111234,0.058893,0.00052438,0.99950,0.68642,108.159,0.50974,1.10748,1.11939,7.8001,1.2776,945.60,10.7508
2454511,"2008/02/14","Thu",0.00110376,0.057937,0.00050480,0.99700,0.68325,107.959,0.50740,1.09838,1.10704,7.7997,1.2667,945.02,10.7470
2454512,"2008/02/15","Fri",0.00109649,0.057537,0.00048544,1.00160,0.68150,107.664,0.50988,1.09130,1.10284,7.8006,1.2678,944.91,10.7618
2454515,"2008/02/18","Mon",0.00110712,0.058789,0.00045893,1.00710,0.68273,108.174,0.51262,1.10343,1.09515,7.7997,1.2579,945.63,10.7333
2454516,"2008/02/19","Tue",0.00108225,0.057971,0.00046620,1.01600,0.67837,107.513,0.51254,1.09318,1.08663,7.8014,1.2514,944.24,10.7456
2454517,"2008/02/20","Wed",0.00108696,0.057405,0.00048239,1.01900,0.68202,107.979,0.51538,1.10032,1.09335,7.8010,1.2588,946.15,10.7991
2454518,"2008/02/21","Thu",0.00105820,0.055617,0.00045872,1.00870,0.67517,107.606,0.50978,1.09179,1.08626,7.7992,1.2490,948.03,10.7986
2454519,"2008/02/22","Fri",0.00106045,0.055741,0.00046404,1.01560,0.67459,107.007,0.50846,1.08574,1.08644,7.7971,1.2408,948.27,10.7767
2454522,"2008/02/25","Mon",0.00106639,0.055371,0.00046642,0.99800,0.67469,107.892,0.50825,1.08692,1.08325,7.7972,1.2376,946.87,10.7927
2454523,"2008/02/26","Tue",0.00106724,0.055188,0.00047103,0.98590,0.67164,107.726,0.50642,1.08496,1.07631,7.7939,1.2307,947.07,10.7338
2454524,"2008/02/27","Wed",0.00104221,0.051733,0.00046729,0.97780,0.66090,106.375,0.50195,1.06387,1.06179,7.7848,1.2235,941.10,10.7369
2454525,"2008/02/28","Thu",0.00104194,0.051975,0.00046926,0.97190,0.65910,105.653,0.50303,1.05333,1.05688,7.7826,1.2276,936.32,10.6791
2454526,"2008/02/29","Fri",0.00102934,0.050968,0.00046512,0.97980,0.65847,104.190,0.50347,1.04356,1.06731,7.7810,1.2462,939.40,10.7269
2454529,"2008/03/03","Mon",0.00101164,0.049603,0.00045998,0.98700,0.65818,103.557,0.50383,1.04323,1.06289,7.7844,1.2396,947.22,10.7004
2454530,"2008/03/04","Tue",0.00101548,0.049213,0.00043995,0.99560,0.65747,102.681,0.50372,1.03546,1.08382,7.7832,1.2542,947.29,10.7180
2454531,"2008/03/05","Wed",0.00102617,0.051335,0.00045683,0.98980,0.65441,104.003,0.50154,1.03643,1.07329,7.7900,1.2497,948.08,10.7028
2454532,"2008/03/06","Thu",0.00102407,0.048077,0.00044843,0.98480,0.65124,103.121,0.49821,1.02916,1.07336,7.7887,1.2496,949.67,10.7676
2454533,"2008/03/07","Fri",0.00102828,0.049456,0.00048031,0.99150,0.65222,102.704,0.49684,1.02555,1.07737,7.7860,1.2594,957.97,10.8444
2454536,"2008/03/10","Mon",0.00103172,0.051099,0.00051361,0.99760,0.65062,101.817,0.49590,1.01909,1.08991,7.7891,1.2647,964.79,10.8516
2454537,"2008/03/11","Tue",0.00103092,0.049383,0.00048662,0.99530,0.65244,102.862,0.49905,1.02937,1.08127,7.7880,1.2510,970.08,10.8020
2454538,"2008/03/12","Wed",0.00102512,0.050761,0.00048757,0.98970,0.64543,102.389,0.49482,1.02178,1.07284,7.7877,1.2402,971.24,10.7810
2454539,"2008/03/13","Thu",0.00100503,0.048100,0.00047619,0.98420,0.64176,100.583,0.49235,1.01183,1.06262,7.7860,1.2296,982.24,10.7787
2454540,"2008/03/14","Fri",0.00099652,0.048996,0.00047461,0.98700,0.64083,100.213,0.49281,1.00715,1.06680,7.7832,1.2275,996.97,10.7610
2454543,"2008/03/17","Mon",0.00098888,0.047801,0.00050125,0.99780,0.63433,96.874,0.49965,0.98588,1.08918,7.7648,1.2513,1024.44,10.7824
2454544,"2008/03/18","Tue",0.00099329,0.049068,0.00050050,0.99380,0.63356,98.201,0.49465,0.99004,1.07869,7.7707,1.2359,1009.96,10.7171
2454545,"2008/03/19","Wed",0.00104329,0.050302,0.00052910,1.00280,0.63934,99.385,0.50359,1.00080,1.08552,7.7723,1.2446,1010.88,10.6977
2454546,"2008/03/20","Thu",0.00108021,0.057045,0.00054855,1.02690,0.64870,98.835,0.50447,1.01073,1.11620,7.7776,1.2693,1009.73,10.7237
2454550,"2008/03/24","Mon",,,,1.02030,0.64975,100.820,0.50375,1.02317,1.10363,7.7789,1.2553,997.36,10.6704
2454551,"2008/03/25","Tue",0.00107904,0.056899,0.00051177,1.01770,0.64123,100.069,0.50007,1.00882,1.09477,7.7783,1.2444,975.74,10.6823
2454552,"2008/03/26","Wed",0.00105625,0.055340,0.00050429,1.01800,0.63451,99.124,0.49958,0.99570,1.08749,7.7825,1.2451,986.43,10.6922
2454553,"2008/03/27","Thu",0.00105624,0.054945,0.00049950,1.01470,0.63300,99.872,0.49765,0.99325,1.08699,7.7814,1.2441,988.02,10.6956
2454554,"2008/03/28","Fri",0.00107038,0.054466,0.00050251,1.01810,0.63449,99.716,0.50272,0.99804,1.08853,7.7807,1.2535,993.27,10.6943
2454557,"2008/03/31","Mon",0.00107124,0.055586,0.00049020,1.02790,0.63279,99.893,0.50370,0.99218,1.09515,7.7824,1.2725,990.27,10.6298
2454558,"2008/04/01","Tue",0.00112644,0.059737,0.00052138,1.02700,0.64043,101.784,0.50576,1.01083,1.10323,7.7870,1.2804,983.72,10.6007
2454559,"2008/04/02","Wed",0.00112359,0.059207,0.00051894,1.01770,0.64030,102.767,0.50439,1.01486,1.09489,7.7883,1.2653,974.81,10.5526
2454560,"2008/04/03","Thu",0.00111545,0.058309,0.00050633,1.00820,0.63826,102.199,0.50097,1.00820,1.09278,7.7910,1.2719,975.05,10.5670
2454561,"2008/04/04","Fri",0.00110436,0.057307,0.00050276,1.00910,0.63553,101.765,0.50139,1.00528,1.08541,7.7911,1.2688,974.03,10.5665
2454564,"2008/04/07","Mon",0.00107933,0.055679,0.00049164,1.01100,0.63645,102.650,0.50366,1.01445,1.07851,7.7904,1.2553,974.93,10.5390
2454565,"2008/04/08","Tue",0.00109290,0.055556,0.00049900,1.01500,0.63676,102.557,0.50793,1.01419,1.07784,7.7877,1.2553,975.96,10.5619
2454566,"2008/04/09","Wed",0.00109051,0.057176,0.00050075,1.01940,0.63281,101.838,0.50704,1.00197,1.07714,7.7903,1.2562,976.44,10.5572
2454567,"2008/04/10","Thu",0.00107759,0.054585,0.00047103,1.01790,0.63516,101.688,0.50654,1.00513,1.07271,7.7866,1.2525,975.93,10.5493
2454568,"2008/04/11","Fri",0.00107788,0.055710,0.00047103,1.02150,0.63306,101.139,0.50748,1.00167,1.07662,7.7887,1.2599,975.64,10.5266
2454571,"2008/04/14","Mon",0.00107933,0.057307,0.00051151,1.02080,0.63188,100.870,0.50465,0.99756,1.08376,7.7915,1.2703,979.65,10.4794
2454572,"2008/04/15","Tue",0.00107556,0.055991,0.00050251,1.01810,0.63283,101.303,0.50953,1.00197,1.08182,7.7932,1.2755,986.53,10.4851
2454573,"2008/04/16","Wed",0.00105820,0.055340,0.00049407,1.00250,0.62586,101.406,0.50626,0.99791,1.06433,7.7940,1.2643,989.64,10.4623
2454574,"2008/04/17","Thu",0.00105708,0.053879,0.00048828,1.01130,0.62802,102.234,0.50231,1.00268,1.06734,7.7919,1.2687,992.44,10.4798
2454575,"2008/04/18","Fri",0.00110042,0.055005,0.00049358,1.00840,0.63529,104.562,0.50094,1.02532,1.07597,7.7942,1.2707,1000.40,10.4616
2454578,"2008/04/21","Mon",0.00108873,0.055991,0.00049164,1.00660,0.62964,103.390,0.50474,1.01217,1.06192,7.7938,1.2606,997.62,10.5260
2454579,"2008/04/22","Tue",0.00108932,0.056948,0.00050378,1.00330,0.62460,102.724,0.50022,1.00040,1.05744,7.7932,1.2535,997.32,10.5168
2454580,"2008/04/23","Wed",0.00111297,0.056980,0.00049900,1.01950,0.62909,103.555,0.50545,1.01473,1.05418,7.7965,1.2520,990.77,10.4941
2454581,"2008/04/24","Thu",0.00111670,0.058514,0.00050150,1.01320,0.63832,104.207,0.50721,1.03419,1.06473,7.7911,1.2678,996.26,10.4561
2454582,"2008/04/25","Fri",0.00112171,0.059952,0.00051256,1.01640,0.63969,104.182,0.50424,1.03366,1.07181,7.7913,1.2783,995.49,10.4676
2454585,"2008/04/28","Mon",0.00112296,0.059032,0.00050917,1.01600,0.63911,104.312,0.50235,1.03388,1.06454,7.7900,1.2713,997.06,10.4441
2454586,"2008/04/29","Tue",0.00113636,0.059595,0.00051282,1.01310,0.64088,103.409,0.50645,1.03294,1.06980,7.7923,1.2886,1002.08,10.5334
2454587,"2008/04/30","Wed",0.00114810,0.060717,0.00051840,1.00950,0.64242,104.536,0.50389,1.04223,1.06174,7.7951,1.2806,1005.48,10.5112
2454588,"2008/05/01","Thu",0.00117234,0.060096,0.00053022,1.01890,0.64692,104.044,0.50636,1.04803,1.07094,7.7933,1.2870,1004.83,10.4901
2454589,"2008/05/02","Fri",0.00117165,0.061767,0.00053248,1.01830,0.64806,105.338,0.50621,1.05632,1.06785,7.7954,1.2783,1009.22,10.4580
2454592,"2008/05/05","Mon",,,,1.01250,0.64552,105.129,0.50818,1.05413,1.05788,7.7949,1.2729,1008.47,10.4738
